y_actual,y_pred_point,low_90,high_90,covered_90,width_90,low_85,high_85,covered_85,low_80,high_80,covered_80
4450000.0,5157183.132199055,2291603.5650058696,8424897.468582245,True,6133293.903576375,2175645.125555048,7611866.554843737,True,2786161.1683047884,7421215.529063862,True
75625000.0,60645360.10566426,27680828.685920645,87951850.6653761,True,60271021.979455456,28970738.286760468,85826745.38978817,True,33869013.94080449,83663794.41633216,True
55165000.0,65280256.65428598,37048954.77159247,118174330.24407099,True,81125375.47247852,43116856.79496012,99347923.26381071,True,45272618.89349766,95085142.55280323,True
3058000.0,2299587.253261081,837695.0117112463,4326927.818776306,True,3489232.8070650594,932620.2893959681,3944152.4853181164,True,949746.8059922573,4001646.8548457325,True
42250000.0,49152279.84776767,16352849.579021908,90124004.07040888,True,73771154.49138698,19906693.39695104,88507294.62908114,True,24574627.6103355,83743551.7016564,True
86823000.0,98194669.43302804,37168765.37479389,147488146.21264473,True,110319380.83785084,43830615.15735791,142831119.47304288,True,50162876.240377516,130792632.44584581,True
4024000.0,3007117.1446662517,1010936.2550436336,5517682.008948552,True,4506745.753904919,1158227.1974294698,5238689.169311019,True,1242065.8758673868,5097490.009268435,True
5860000.0,2356407.4933440736,707915.5812534048,4355107.28433757,False,3647191.703084165,919383.9385068602,4288620.614213166,False,897453.3560080655,4306763.333588909,False
2673999.0,4670003.632348472,2220281.5036751423,8059977.70481465,True,5839696.201139508,3024550.1624913067,7843088.841653797,False,2805796.5843088008,7390228.753642861,False
5265000.0,6617614.438352582,3360343.042740844,8956963.56846423,True,5596620.525723387,3449118.954893461,8469014.136279328,True,3782863.0605701255,8381878.351401798,True
155555556.0,71653729.91059993,16832625.276585016,218082559.11204037,True,201249933.83545536,19683977.19241655,187798500.49023816,True,20647024.213703465,163752716.5774022,True
1220000.0,3450402.7737278566,97746.0017706737,5524282.59896411,True,5426536.597193437,0.0,4712111.1074024085,True,395705.4349656931,4992628.3516603485,True
3625000.0,3356812.01231589,1113422.4392664873,6165195.519415946,True,5051773.080149459,1109689.1764823946,6026385.893534884,True,1368339.8818746987,5749151.573184328,True
